source,destination,hamming_distance,fitts_ratio
43,101,9,2.6845838550977192
43,102,10,2.5677868401907182
43,103,11,3.6897335870376664
43,104,12,2.464218821689726
43,105,13,2.4527523037870838
43,106,14,2.4984333007711084
43,107,15,2.590619565117988
43,108,16,3.8768707385692895
43,109,17,2.7646824668251777
43,110,18,2.9029770755458424
43,111,19,3.042179204944034
43,112,20,3.177615755184999
43,113,21,4.522500803499292
43,114,22,3.3560583442037344
43,115,23,3.4759212769545105
43,116,24,4.826738294163474
43,117,25,3.6314776583818933
43,118,26,4.983665631899366
43,119,27,3.7746741325407758
43,120,28,5.127542520150126
43,121,29,3.9067733842995436
43,122,30,3.9954817792860613
43,123,31,4.079561281688799
